,y,y_test
38972,6,0
38973,1,0
38974,1,0
38975,6,4
38976,7,3
38977,7,4
38978,2,6
38979,4,3
38980,1,4
38981,3,3
38982,4,6
38983,2,0
38984,7,0
38985,3,6
38986,0,0
38987,0,0
38988,7,0
38989,0,0
38990,5,3
38991,1,0
38992,1,0
38993,3,3
38994,0,0
38995,4,6
38996,4,0
38997,6,4
38998,3,0
38999,2,0
39000,6,4
39001,6,0
39002,7,0
39003,2,6
39004,7,4
39005,1,0
39006,7,0
39007,7,6
39008,6,6
39009,6,3
39010,2,4
39011,7,6
39012,7,6
39013,5,3
39014,0,0
39015,4,0
39016,4,4
39017,6,0
39018,7,0
39019,4,4
39020,4,0
39021,5,0
39022,6,4
39023,6,6
39024,2,0
39025,7,0
39026,3,0
39027,7,0
39028,3,4
39029,2,0
39030,7,0
39031,3,3
39032,2,6
39033,1,0
39034,2,6
39035,7,4
39036,4,0
39037,3,6
39038,6,3
39039,2,6
39040,1,0
39041,0,0
39042,7,0
39043,2,0
39044,6,3
39045,7,6
39046,3,4
39047,2,6
39048,3,4
39049,2,6
39050,7,0
39051,2,0
39052,5,6
39053,0,0
39054,0,4
39055,2,0
39056,0,0
39057,3,3
39058,5,0
39059,1,0
39060,4,4
39061,1,4
39062,3,4
39063,3,6
39064,5,6
39065,4,0
39066,2,4
39067,2,0
39068,4,4
39069,4,6
39070,2,0
39071,7,0
39072,4,0
39073,5,6
39074,3,3
39075,1,0
39076,1,0
39077,6,0
39078,3,4
39079,6,0
39080,2,6
39081,0,0
39082,4,3
39083,6,4
39084,2,6
39085,5,6
39086,1,0
39087,4,6
39088,6,4
39089,4,0
39090,7,0
39091,7,0
39092,7,6
39093,2,0
39094,1,0
39095,7,0
39096,5,3
39097,3,6
39098,6,0
39099,6,4
39100,4,0
39101,4,6
39102,3,4
39103,2,0
39104,3,3
39105,7,0
39106,1,0
39107,3,3
39108,7,0
39109,5,6
39110,0,4
39111,5,6
39112,1,0
39113,2,0
39114,4,6
39115,2,0
39116,4,4
39117,7,0
39118,5,3
39119,4,4
39120,7,0
39121,3,4
39122,4,0
39123,4,4
39124,0,0
39125,6,4
39126,2,6
39127,7,0
39128,5,6
39129,2,0
39130,6,6
39131,7,0
39132,7,4
39133,1,0
39134,4,6
39135,0,0
39136,6,3
39137,0,4
39138,0,0
39139,3,6
39140,0,3
39141,1,0
39142,1,0
39143,0,0
39144,0,4
39145,6,3
39146,7,0
39147,4,4
39148,7,0
39149,1,0
39150,2,0
39151,6,6
39152,0,4
39153,4,0
39154,1,0
39155,7,0
39156,4,6
39157,1,0
39158,3,0
39159,6,6
39160,7,0
39161,3,6
39162,0,0
39163,2,6
39164,4,0
39165,6,6
39166,7,4
39167,6,0
39168,6,4
39169,4,6
39170,1,4
39171,6,6
39172,6,6
39173,5,6
39174,2,6
39175,1,0
39176,1,0
39177,0,4
39178,1,0
39179,1,0
39180,6,0
39181,3,0
39182,1,4
39183,5,6
39184,4,6
39185,4,0
39186,5,6
39187,5,6
39188,7,0
39189,7,0
39190,1,0
39191,1,0
39192,2,0
39193,8,0
39194,6,4
39195,7,0
39196,7,0
39197,0,6
39198,3,3
39199,2,0
39200,7,0
39201,0,4
39202,0,0
39203,4,4
39204,6,4
39205,6,4
39206,7,4
39207,4,3
39208,3,6
39209,4,0
39210,2,0
39211,6,6
39212,4,6
39213,1,0
39214,1,0
39215,3,6
39216,6,4
39217,3,3
39218,7,4
39219,6,6
39220,3,3
39221,2,0
39222,5,6
39223,4,6
39224,1,0
39225,5,3
39226,7,0
39227,4,0
39228,2,6
39229,7,0
39230,6,3
39231,0,0
39232,2,6
39233,4,0
39234,4,0
39235,6,3
39236,3,3
39237,5,3
39238,6,6
39239,4,0
39240,6,4
39241,4,6
39242,1,0
39243,0,4
39244,6,0
39245,3,4
39246,3,4
39247,7,0
39248,4,6
39249,6,4
39250,2,0
39251,3,4
39252,4,3
39253,2,4
39254,5,6
39255,6,3
39256,5,6
39257,3,3
39258,6,6
39259,7,3
39260,7,0
39261,1,0
39262,4,0
39263,6,4
39264,7,0
39265,7,4
39266,2,0
39267,2,0
39268,5,3
39269,6,0
39270,2,6
39271,4,0
39272,2,0
39273,0,4
39274,2,0
39275,6,0
39276,2,0
39277,5,3
39278,7,0
39279,0,4
39280,5,6
39281,2,6
39282,4,0
39283,7,0
39284,1,0
39285,4,0
39286,3,3
39287,4,6
39288,6,0
39289,5,4
39290,7,0
39291,4,0
39292,7,3
39293,7,0
39294,3,6
39295,3,3
39296,1,0
39297,2,0
39298,6,6
39299,7,0
39300,6,3
39301,3,6
39302,6,4
39303,6,4
39304,3,6
39305,1,0
39306,3,6
39307,4,0
39308,0,4
39309,3,4
39310,0,4
39311,7,0
39312,7,0
39313,5,6
39314,7,0
39315,2,6
39316,0,0
39317,3,3
39318,5,0
39319,7,0
39320,1,0
39321,6,3
39322,5,6
39323,4,4
39324,1,0
39325,4,6
39326,0,4
39327,4,0
39328,2,0
39329,3,4
39330,2,6
39331,6,6
39332,1,0
39333,1,0
39334,4,0
39335,2,6
39336,0,0
39337,3,6
39338,7,0
39339,3,6
39340,4,0
39341,4,0
39342,0,0
39343,5,6
39344,3,6
39345,3,6
39346,4,0
39347,6,6
39348,0,0
39349,0,4
39350,6,4
39351,2,0
39352,4,0
39353,7,4
39354,7,0
39355,7,4
39356,1,4
39357,6,3
39358,2,6
39359,6,3
39360,2,0
39361,6,0
39362,7,0
39363,1,0
39364,1,0
39365,0,0
39366,1,0
39367,0,0
39368,3,4
39369,0,6
39370,7,0
39371,4,6
39372,0,0
39373,1,0
39374,1,0
39375,1,0
39376,2,0
39377,4,6
39378,2,0
39379,4,0
39380,1,0
39381,4,0
39382,3,3
39383,1,0
39384,2,0
39385,1,0
39386,0,4
39387,2,6
39388,7,0
39389,4,6
39390,5,3
39391,2,0
39392,5,3
39393,0,4
39394,3,6
39395,0,0
39396,0,0
39397,0,0
39398,1,0
39399,2,6
39400,3,3
39401,3,6
39402,4,4
39403,2,6
39404,7,6
39405,7,0
39406,4,0
39407,1,4
39408,0,0
39409,5,6
39410,2,0
39411,3,0
39412,6,4
39413,0,0
39414,1,4
39415,1,0
39416,6,6
39417,3,6
39418,7,0
39419,7,0
39420,7,0
39421,0,4
39422,5,6
39423,6,3
39424,6,6
39425,4,0
39426,7,4
39427,1,4
39428,2,0
39429,4,0
39430,7,0
39431,3,0
39432,6,4
39433,3,6
39434,4,0
39435,5,6
39436,7,3
39437,5,6
39438,6,0
39439,8,4
39440,3,3
39441,1,0
39442,7,0
39443,4,0
39444,3,6
39445,1,0
39446,4,3
39447,1,0
39448,3,6
39449,4,4
39450,7,3
39451,4,3
39452,4,0
39453,0,4
39454,7,0
39455,4,0
39456,4,0
39457,7,0
39458,0,4
39459,6,4
39460,3,4
39461,4,0
39462,3,3
39463,6,3
39464,3,4
39465,6,6
39466,7,0
39467,5,0
39468,6,6
39469,0,0
39470,4,4
39471,7,0
39472,3,0
39473,1,0
39474,2,0
39475,0,4
39476,1,0
39477,3,6
39478,5,6
39479,0,6
39480,6,6
39481,4,4
39482,1,0
39483,6,0
39484,1,0
39485,6,3
39486,4,0
39487,0,0
39488,0,0
39489,6,0
39490,0,0
39491,7,0
39492,4,0
39493,2,0
39494,1,4
39495,7,0
39496,6,6
39497,4,3
39498,2,0
39499,0,4
39500,7,4
39501,4,0
39502,3,6
39503,5,4
39504,0,0
39505,0,4
39506,7,0
39507,0,4
39508,5,3
39509,1,0
39510,5,6
39511,4,3
39512,1,0
39513,6,4
39514,1,0
39515,4,3
39516,4,3
39517,7,6
39518,4,0
39519,0,4
39520,0,0
39521,5,4
39522,7,0
39523,6,6
39524,7,0
39525,0,0
39526,6,0
39527,6,4
39528,1,0
39529,2,0
39530,5,6
39531,2,0
39532,0,3
39533,1,4
39534,1,0
39535,2,0
39536,3,3
39537,0,3
39538,0,0
39539,2,6
39540,3,3
39541,5,6
39542,2,0
39543,2,0
39544,7,4
39545,1,0
39546,4,0
39547,3,6
39548,1,0
39549,7,4
39550,0,0
39551,7,0
39552,7,0
39553,1,0
39554,7,0
39555,1,0
39556,0,0
39557,1,0
39558,0,0
39559,4,4
39560,7,0
39561,3,3
39562,7,0
39563,2,6
39564,2,6
39565,3,4
39566,7,0
39567,1,0
39568,0,6
39569,5,6
39570,3,6
39571,6,4
39572,3,4
39573,4,0
39574,3,0
39575,0,0
39576,1,0
39577,3,6
39578,4,4
39579,7,0
39580,6,6
39581,3,0
39582,4,0
39583,7,0
39584,6,0
39585,1,0
39586,1,0
39587,7,0
39588,6,4
39589,0,4
39590,5,3
39591,0,3
39592,7,0
39593,5,4
39594,2,6
39595,4,4
39596,2,6
39597,2,6
39598,4,6
39599,4,0
39600,1,0
39601,3,4
39602,1,4
39603,6,4
39604,0,0
39605,4,6
39606,1,0
39607,6,4
39608,2,0
39609,6,6
39610,1,0
39611,2,6
39612,8,4
39613,7,0
39614,6,4
39615,7,6
39616,6,4
39617,0,0
39618,0,0
39619,1,0
39620,4,0
39621,0,4
39622,4,4
39623,1,0
39624,0,0
39625,6,6
39626,0,6
39627,2,0
39628,1,4
39629,5,6
39630,4,6
39631,7,0
39632,3,4
39633,5,4
39634,1,0
39635,5,0
39636,5,6
39637,1,0
39638,5,4
39639,7,6
39640,1,0
39641,7,3
39642,5,6
39643,7,4
39644,6,3
39645,0,0
39646,3,6
39647,5,6
39648,2,0
39649,5,6
39650,2,0
39651,7,0
39652,0,6
39653,6,6
39654,7,0
39655,7,0
39656,7,0
39657,6,6
39658,1,4
39659,6,4
39660,1,0
39661,3,3
39662,3,6
39663,8,0
39664,3,3
39665,4,3
39666,4,0
39667,0,0
39668,7,6
39669,7,0
39670,3,4
39671,6,0
39672,1,0
39673,6,4
39674,4,0
39675,0,0
39676,1,0
39677,7,6
39678,1,0
39679,7,4
39680,7,0
39681,7,6
39682,2,0
39683,7,0
39684,5,6
39685,4,6
39686,0,6
39687,1,0
39688,7,0
39689,4,3
39690,7,0
39691,0,0
39692,1,0
39693,1,0
39694,5,6
39695,7,0
39696,2,6
39697,7,0
39698,3,4
39699,5,3
39700,7,0
39701,4,0
39702,1,0
39703,7,0
39704,5,6
39705,1,0
39706,7,0
39707,2,6
39708,1,0
39709,1,0
39710,6,6
39711,3,6
39712,8,0
39713,0,4
39714,2,0
39715,2,0
39716,2,0
39717,7,0
39718,0,6
39719,5,4
39720,0,3
39721,4,0
39722,2,6
39723,5,6
39724,3,6
39725,0,6
39726,7,0
39727,1,4
39728,0,0
39729,7,0
39730,7,6
39731,7,0
39732,7,0
39733,3,6
39734,2,6
39735,3,6
39736,6,0
39737,3,3
39738,3,0
39739,6,4
39740,6,4
39741,0,0
39742,7,0
39743,5,6
39744,8,6
39745,0,0
39746,3,6
39747,2,6
39748,4,0
39749,3,3
39750,7,0
39751,1,0
39752,4,0
39753,2,0
39754,0,4
39755,1,0
39756,1,0
39757,4,6
39758,7,0
39759,3,6
39760,0,3
39761,1,0
39762,1,0
39763,1,0
39764,0,6
39765,1,0
39766,7,0
39767,4,6
39768,2,0
39769,7,0
39770,4,0
39771,4,3
39772,7,0
39773,2,0
39774,0,6
39775,1,0
39776,2,0
39777,6,4
39778,7,0
39779,7,0
39780,4,6
39781,7,0
39782,2,6
39783,1,0
39784,6,4
39785,1,0
39786,2,0
39787,7,0
39788,7,0
39789,0,0
39790,7,6
39791,7,6
39792,0,4
39793,3,0
39794,2,0
39795,3,0
39796,1,0
39797,0,0
39798,7,4
39799,7,6
39800,6,4
39801,6,4
39802,2,0
39803,4,0
39804,5,6
39805,4,6
39806,1,0
39807,6,4
39808,1,0
39809,0,0
39810,5,6
39811,4,0
39812,6,0
39813,5,3
39814,5,6
39815,0,0
39816,7,4
39817,7,0
39818,4,3
39819,6,4
39820,6,4
39821,4,0
39822,0,0
39823,1,4
39824,7,0
39825,5,3
39826,3,4
39827,0,0
39828,6,6
39829,3,6
39830,2,0
39831,7,0
39832,2,6
39833,7,0
39834,1,0
39835,2,0
39836,2,0
39837,7,0
39838,7,6
39839,2,6
39840,1,0
39841,3,3
39842,7,3
39843,1,0
39844,6,3
39845,5,6
39846,1,0
39847,3,6
39848,3,3
39849,1,0
39850,1,0
39851,4,6
39852,7,0
39853,4,4
39854,3,6
39855,7,4
39856,4,6
39857,3,4
39858,1,0
39859,4,0
39860,6,4
39861,6,4
39862,5,6
39863,7,0
39864,2,0
39865,3,3
39866,0,6
39867,2,0
39868,6,6
39869,6,4
39870,7,4
39871,6,4
39872,3,6
39873,0,4
39874,1,0
39875,7,0
39876,1,0
39877,7,4
39878,0,6
39879,2,0
39880,2,0
39881,1,0
39882,6,4
39883,2,0
39884,6,0
39885,5,6
39886,5,3
39887,2,0
39888,6,4
39889,1,0
39890,5,3
39891,3,0
39892,3,4
39893,7,3
39894,1,0
39895,4,4
39896,7,0
39897,7,0
39898,2,0
39899,2,6
39900,3,0
39901,7,0
39902,3,6
39903,1,0
39904,0,0
39905,2,0
39906,0,3
39907,7,0
39908,2,0
39909,0,6
39910,4,0
39911,5,4
39912,1,0
39913,7,0
39914,1,0
39915,2,0
39916,2,0
39917,7,4
39918,7,0
39919,2,0
39920,5,3
39921,7,3
39922,0,4
39923,3,6
39924,3,4
39925,0,4
39926,5,6
39927,3,3
39928,5,4
39929,0,0
39930,6,4
39931,1,0
39932,6,4
39933,2,0
39934,1,0
39935,0,4
39936,0,0
39937,3,0
39938,7,0
39939,2,6
39940,3,6
39941,1,0
39942,5,3
39943,6,0
39944,1,0
39945,6,6
39946,3,6
39947,4,0
39948,1,0
39949,3,4
39950,2,0
39951,6,0
39952,1,0
39953,7,0
39954,2,0
39955,2,6
39956,2,6
39957,0,0
39958,7,0
39959,7,4
39960,0,0
39961,2,0
39962,2,6
39963,1,0
39964,1,4
39965,7,0
39966,2,6
39967,2,6
39968,2,0
39969,1,4
39970,4,0
39971,2,0
39972,1,0
39973,6,4
39974,4,0
39975,6,6
39976,2,0
39977,1,4
39978,1,0
39979,6,4
39980,7,0
39981,1,0
39982,3,3
39983,6,4
39984,6,6
39985,1,0
39986,2,0
39987,1,0
39988,4,0
39989,3,6
39990,3,6
39991,4,6
39992,2,6
39993,5,0
39994,6,4
39995,1,0
39996,1,4
39997,6,6
39998,0,6
39999,3,6
40000,4,4
40001,4,0
40002,2,0
40003,1,0
40004,4,4
40005,0,0
40006,2,6
40007,7,0
40008,6,4
40009,0,0
40010,7,0
40011,6,3
40012,5,3
40013,0,0
40014,3,4
40015,5,3
40016,4,0
40017,2,0
40018,1,0
40019,6,3
40020,1,4
40021,0,0
40022,5,6
40023,7,0
40024,1,0
40025,7,0
40026,1,0
40027,2,6
40028,0,4
40029,2,0
40030,7,0
40031,1,0
40032,1,0
40033,3,0
40034,2,6
40035,5,6
40036,6,0
40037,1,0
40038,6,6
40039,6,6
40040,1,0
40041,7,6
40042,7,0
40043,4,3
40044,1,4
40045,2,0
40046,2,6
40047,4,0
40048,5,6
40049,1,0
40050,7,0
40051,3,6
40052,6,0
40053,4,4
40054,2,0
40055,7,0
40056,7,4
40057,4,0
40058,2,0
40059,1,0
40060,7,4
40061,0,0
40062,4,0
40063,1,0
40064,1,0
40065,7,4
40066,7,0
40067,4,4
40068,2,6
40069,6,4
40070,4,0
40071,1,0
40072,3,4
40073,6,0
40074,2,0
40075,7,0
40076,6,6
40077,4,0
40078,1,0
40079,1,0
40080,2,0
40081,1,0
40082,1,0
40083,2,0
40084,1,0
40085,6,4
40086,7,4
40087,0,4
40088,1,0
40089,7,0
40090,0,6
40091,5,4
40092,1,0
40093,4,0
40094,0,0
40095,7,0
40096,7,0
40097,4,4
40098,1,4
40099,3,6
40100,0,0
40101,6,6
40102,7,0
40103,2,6
40104,1,0
40105,4,0
40106,7,0
40107,1,0
40108,2,6
40109,4,0
40110,1,0
40111,0,0
40112,4,0
40113,1,0
40114,1,0
40115,1,0
40116,2,6
40117,3,3
40118,2,0
40119,4,3
40120,1,0
40121,7,0
40122,2,0
40123,1,0
40124,2,0
40125,5,6
40126,1,0
40127,7,0
40128,2,0
40129,4,0
40130,1,0
40131,6,0
40132,4,0
40133,4,6
40134,2,6
40135,2,0
40136,7,0
40137,4,0
40138,7,0
40139,1,0
40140,7,4
40141,7,0
40142,6,0
40143,6,4
40144,7,0
40145,6,4
40146,3,3
40147,4,0
40148,1,4
40149,2,0
40150,2,0
40151,2,6
40152,4,0
40153,7,0
40154,2,0
40155,0,0
40156,7,0
40157,7,4
40158,6,4
40159,2,6
40160,7,4
40161,1,0
40162,2,0
40163,7,0
40164,2,0
40165,2,6
40166,5,6
40167,4,6
40168,3,6
40169,7,4
40170,3,3
40171,3,6
40172,5,6
40173,4,4
40174,2,0
40175,2,0
40176,1,0
40177,2,0
40178,7,0
40179,4,4
40180,4,0
40181,0,0
40182,6,6
40183,3,6
40184,2,0
40185,4,0
40186,7,0
40187,1,0
40188,1,0
40189,4,4
40190,7,0
40191,6,0
40192,3,0
40193,7,0
40194,4,6
40195,0,4
40196,5,6
40197,7,4
40198,7,3
40199,7,4
40200,3,4
40201,4,0
40202,1,0
40203,4,3
40204,0,0
40205,0,6
40206,0,0
40207,0,4
40208,3,0
40209,5,0
40210,7,0
40211,1,0
40212,3,0
40213,1,0
40214,3,0
40215,6,4
40216,7,0
40217,0,6
40218,2,0
40219,7,6
40220,6,4
40221,1,0
40222,0,0
40223,2,0
40224,1,0
40225,1,0
40226,7,3
40227,6,4
40228,2,0
40229,1,0
40230,7,4
40231,2,0
40232,1,0
40233,5,6
40234,4,0
40235,4,4
40236,2,6
40237,4,6
40238,7,0
40239,0,0
40240,6,6
40241,6,3
40242,7,0
40243,1,0
40244,1,0
40245,6,0
40246,7,0
40247,7,0
40248,5,6
40249,2,0
40250,5,3
40251,7,6
40252,3,6
40253,5,4
40254,7,0
40255,7,0
40256,7,0
40257,2,0
40258,7,4
40259,6,4
40260,1,0
40261,5,4
40262,0,0
40263,0,4
40264,5,6
40265,5,4
40266,4,4
40267,2,0
40268,2,0
40269,1,0
40270,1,0
40271,7,0
40272,3,6
40273,3,4
40274,1,0
40275,5,6
40276,1,0
40277,7,0
40278,4,0
40279,6,0
40280,3,6
40281,6,0
40282,1,0
40283,7,0
40284,2,0
40285,0,0
40286,4,0
40287,3,6
40288,2,0
40289,3,6
40290,5,0
40291,7,0
40292,1,0
40293,1,0
40294,4,0
40295,2,0
40296,7,0
40297,2,0
40298,4,3
40299,6,4
40300,0,6
40301,0,0
40302,7,0
40303,7,0
40304,5,6
40305,2,0
40306,3,6
40307,6,4
40308,3,0
40309,2,6
40310,6,4
40311,4,3
40312,7,0
40313,5,6
40314,7,0
40315,3,6
40316,7,0
40317,1,4
40318,7,0
40319,4,0
40320,4,0
40321,4,0
40322,7,6
40323,6,0
40324,2,0
40325,4,0
40326,4,6
40327,1,4
40328,5,6
40329,1,4
40330,2,4
40331,0,6
40332,4,6
40333,1,0
40334,4,4
40335,6,3
40336,0,4
40337,1,0
40338,6,4
40339,6,3
40340,3,3
40341,7,0
40342,0,0
40343,7,0
40344,4,4
40345,2,6
40346,2,0
40347,3,4
40348,0,0
40349,6,0
40350,5,6
40351,0,0
40352,7,0
40353,7,4
40354,0,0
40355,1,0
40356,1,0
40357,2,0
40358,4,0
40359,1,0
40360,7,0
40361,8,3
40362,2,6
40363,2,6
40364,7,0
40365,1,0
40366,4,4
40367,7,0
40368,7,0
40369,4,6
40370,5,4
40371,1,0
40372,7,0
40373,7,0
40374,4,3
40375,2,0
40376,7,0
40377,4,0
40378,5,6
40379,6,6
40380,4,3
40381,2,0
40382,0,0
40383,5,4
40384,3,4
40385,0,6
40386,0,0
40387,4,0
40388,7,0
40389,7,0
40390,3,4
40391,2,0
40392,6,3
40393,1,0
40394,7,0
40395,0,4
40396,4,0
40397,5,6
40398,1,0
40399,2,0
40400,0,6
40401,4,3
40402,3,4
40403,0,4
40404,5,6
40405,4,0
40406,6,4
40407,6,4
40408,1,0
40409,1,0
40410,7,3
40411,2,0
40412,2,6
40413,1,0
40414,4,0
40415,4,0
40416,1,0
40417,6,4
40418,6,0
40419,5,6
40420,1,4
40421,7,0
40422,7,0
40423,1,0
40424,5,6
40425,2,0
40426,4,4
40427,0,4
40428,1,0
40429,0,0
40430,6,4
40431,7,4
40432,5,6
40433,3,3
40434,3,4
40435,7,0
40436,3,6
40437,1,0
40438,6,6
40439,2,6
40440,7,4
40441,4,0
40442,1,0
40443,2,0
40444,5,6
40445,3,6
40446,1,0
40447,4,0
40448,5,3
40449,2,6
40450,2,0
40451,7,0
40452,3,6
40453,7,0
40454,5,0
40455,7,0
40456,2,6
40457,7,4
40458,4,0
40459,4,0
40460,1,0
40461,0,6
40462,3,6
40463,1,0
40464,5,6
40465,6,4
40466,2,6
40467,2,0
40468,2,0
40469,1,0
40470,3,3
40471,4,4
40472,2,6
40473,4,0
40474,7,0
40475,2,6
40476,5,0
40477,1,0
40478,4,6
40479,1,0
40480,2,0
40481,6,4
40482,4,0
40483,5,6
40484,3,0
40485,5,4
40486,7,0
40487,6,4
40488,1,0
40489,2,4
40490,1,0
40491,4,6
40492,7,0
40493,0,4
40494,1,0
40495,2,0
40496,6,4
40497,0,6
40498,6,4
40499,6,0
40500,6,4
40501,6,3
40502,8,6
40503,7,0
40504,4,4
40505,3,6
40506,5,4
40507,5,3
40508,1,0
40509,7,0
40510,1,0
40511,3,6
40512,1,0
40513,4,3
40514,4,6
40515,4,3
40516,5,0
40517,1,0
40518,0,6
40519,5,6
40520,5,3
40521,7,0
40522,2,6
40523,2,0
40524,7,0
40525,7,0
40526,2,0
40527,7,0
40528,0,0
40529,7,0
40530,3,3
40531,6,4
40532,3,3
40533,2,6
40534,7,0
40535,0,0
40536,1,0
40537,7,4
40538,2,0
40539,3,6
40540,7,0
40541,7,3
40542,7,0
40543,6,4
40544,3,6
40545,1,0
40546,2,0
40547,7,0
40548,1,0
40549,7,0
40550,3,0
40551,6,6
40552,1,0
40553,1,0
40554,7,0
40555,3,6
40556,6,4
40557,3,4
40558,4,6
40559,5,4
40560,7,0
40561,0,0
40562,1,0
40563,1,0
40564,4,0
40565,4,0
40566,4,0
40567,1,0
40568,5,6
40569,3,3
40570,4,0
40571,4,0
40572,0,0
40573,0,0
40574,7,3
40575,1,0
40576,7,0
40577,4,6
40578,1,0
40579,6,0
40580,7,0
40581,4,0
40582,1,0
40583,7,0
40584,4,4
40585,4,0
40586,7,6
40587,7,0
40588,5,4
40589,1,0
40590,7,0
40591,0,0
40592,0,3
40593,4,0
40594,7,0
40595,7,0
40596,7,0
40597,0,4
40598,3,0
40599,0,0
40600,2,0
40601,3,3
40602,3,6
40603,2,6
40604,0,0
40605,0,0
40606,2,0
40607,7,4
40608,6,4
40609,1,0
40610,5,6
40611,1,4
40612,7,6
40613,3,6
40614,1,0
40615,3,0
40616,7,0
40617,3,0
40618,3,6
40619,4,4
40620,1,0
40621,4,0
40622,0,0
40623,7,6
40624,0,0
40625,6,4
40626,7,0
40627,7,0
40628,0,0
40629,7,4
40630,0,0
40631,7,0
40632,4,6
40633,6,0
40634,5,0
40635,4,0
40636,7,0
40637,1,0
40638,1,0
40639,1,0
40640,6,6
40641,1,0
40642,2,0
40643,7,0
40644,1,0
40645,7,0
40646,2,0
40647,3,6
40648,6,6
40649,4,4
40650,5,3
40651,1,0
40652,7,4
40653,7,0
40654,7,4
40655,6,6
40656,4,0
40657,3,3
40658,4,0
40659,0,0
40660,1,4
40661,1,0
40662,2,0
40663,6,6
40664,0,4
40665,2,0
40666,3,0
40667,2,6
40668,7,4
40669,0,4
40670,1,4
40671,5,4
40672,6,6
40673,4,0
40674,7,0
40675,0,4
40676,4,0
40677,1,0
40678,2,0
40679,0,0
40680,4,6
40681,6,4
40682,4,4
40683,2,6
40684,4,0
40685,3,3
40686,8,6
40687,1,0
40688,7,3
40689,0,0
40690,1,4
40691,0,0
40692,7,0
40693,7,0
40694,7,0
40695,2,6
40696,7,0
40697,0,0
40698,0,6
40699,4,4
40700,0,4
40701,1,0
40702,4,0
40703,6,3
40704,1,0
40705,7,0
40706,3,6
40707,4,0
40708,1,0
40709,2,0
40710,5,6
40711,5,6
40712,7,3
40713,2,0
40714,1,0
40715,8,0
40716,5,0
40717,6,0
40718,3,0
40719,7,3
40720,0,0
40721,7,0
40722,1,0
40723,4,6
40724,3,6
40725,4,0
40726,2,6
40727,4,6
40728,2,0
40729,0,0
40730,5,3
40731,4,4
40732,5,4
40733,1,0
40734,6,4
40735,4,0
40736,3,0
40737,2,0
40738,0,4
40739,3,4
40740,4,4
40741,6,0
40742,0,4
40743,0,0
40744,1,0
40745,1,0
40746,5,3
40747,0,0
40748,4,4
40749,7,0
40750,1,0
40751,4,4
40752,0,0
40753,1,0
40754,6,6
40755,3,6
40756,1,0
40757,0,0
40758,7,0
40759,4,0
40760,1,4
40761,2,0
40762,0,4
40763,0,0
40764,0,3
40765,5,4
40766,0,0
40767,3,6
40768,3,4
40769,7,0
40770,4,6
40771,0,0
40772,1,0
40773,2,0
40774,0,4
40775,8,6
40776,4,6
40777,6,6
40778,1,0
40779,4,0
40780,5,4
40781,0,0
40782,2,0
40783,0,0
40784,0,0
40785,6,4
40786,5,4
40787,4,0
40788,3,6
40789,6,0
40790,4,0
40791,2,0
40792,0,4
40793,2,0
40794,2,6
40795,0,0
40796,7,0
40797,3,6
40798,7,0
40799,1,0
40800,4,0
40801,0,4
40802,0,0
40803,7,0
40804,7,0
40805,3,6
40806,0,0
40807,0,0
40808,4,0
40809,4,6
40810,4,0
40811,7,0
40812,1,0
40813,6,4
40814,1,0
40815,2,6
40816,2,0
40817,1,0
40818,6,4
40819,0,4
40820,5,3
40821,1,0
40822,1,0
40823,5,6
40824,7,0
40825,7,3
40826,6,4
40827,3,6
40828,0,4
40829,0,0
40830,3,0
40831,5,3
40832,3,4
40833,0,0
40834,6,4
40835,2,0
40836,6,0
40837,1,0
40838,7,0
40839,7,0
40840,1,0
40841,7,0
40842,6,6
40843,7,0
40844,7,0
40845,1,0
40846,4,6
40847,2,0
40848,3,3
40849,4,0
40850,1,0
40851,6,6
40852,2,6
40853,0,6
40854,4,4
40855,0,0
40856,0,4
40857,3,0
40858,6,0
40859,7,0
40860,1,0
40861,5,6
40862,1,4
40863,2,6
40864,3,3
40865,2,0
40866,7,0
40867,2,0
40868,3,6
40869,4,6
40870,0,4
40871,3,6
40872,7,0
40873,6,0
40874,5,6
40875,6,0
40876,7,0
40877,7,0
40878,0,0
40879,3,0
40880,7,0
40881,4,0
40882,7,4
40883,2,6
40884,6,4
40885,6,0
40886,1,0
40887,3,4
40888,7,0
40889,7,0
40890,3,3
40891,6,3
40892,7,0
40893,0,0
40894,1,0
40895,3,6
40896,1,0
40897,1,0
40898,1,0
40899,6,6
40900,7,0
40901,3,6
40902,4,0
40903,0,0
40904,1,4
40905,1,0
40906,4,6
40907,7,0
40908,7,0
40909,1,0
40910,2,6
40911,7,4
40912,5,6
40913,1,4
40914,3,3
40915,4,4
40916,5,6
40917,7,0
40918,6,4
40919,7,0
40920,5,6
40921,5,6
40922,1,0
40923,4,6
40924,2,0
40925,1,0
40926,0,4
40927,2,6
40928,6,4
40929,0,0
40930,2,0
40931,7,0
40932,1,0
40933,3,6
40934,7,4
40935,4,0
40936,1,0
40937,8,0
40938,6,6
40939,7,0
40940,4,0
40941,3,6
40942,2,0
40943,0,0
40944,4,6
40945,7,0
40946,1,0
40947,1,0
40948,3,0
40949,0,4
40950,6,4
40951,1,0
40952,0,6
40953,4,0
40954,2,0
40955,6,3
40956,0,4
40957,7,0
40958,2,6
40959,6,6
40960,6,3
40961,0,0
40962,7,4
40963,1,4
40964,0,0
40965,0,3
40966,2,6
40967,1,0
40968,0,0
40969,5,0
40970,3,4
